epoch,lr-AdamW,step,train/chroma_l1_epoch,train/chroma_l1_step,train/kl_epoch,train/kl_step,train/l1_epoch,train/l1_step,train/loss_epoch,train/loss_step,train/lpips_epoch,train/lpips_step,train/sat_recon_epoch,train/sat_recon_step,train/sat_target_epoch,train/sat_target_step,val/chroma_l1,val/kl,val/l1,val/loss,val/lpips,val/sat_recon,val/sat_target
,4.623999400308057e-07,46254,,,,,,,,,,,,,,,,,,,,,
78,,46274,,0.10046312212944031,,0.20798566937446594,,0.15973028540611267,,2.538797616958618,,0.42055943608283997,,0.5650249123573303,,0.5804386138916016,,,,,,,
78,,46299,,0.09014244377613068,,0.14233243465423584,,0.12694726884365082,,2.11604905128479,,0.42345666885375977,,0.48945969343185425,,0.503273069858551,,,,,,,
78,,46324,,0.17091038823127747,,0.23255674540996552,,0.22575101256370544,,3.5138700008392334,,0.5028864145278931,,0.784087061882019,,0.7950012683868408,,,,,,,
78,,46349,,0.16168946027755737,,0.21982809901237488,,0.22666095197200775,,3.4983091354370117,,0.4866374731063843,,0.5804017782211304,,0.633956253528595,,,,,,,
78,,46374,,0.13695187866687775,,0.22394143044948578,,0.17082810401916504,,2.727681875228882,,0.37539321184158325,,0.5465001463890076,,0.5587812066078186,,,,,,,
78,,46399,,0.11557396501302719,,0.21335770189762115,,0.17584702372550964,,2.755267381668091,,0.42309069633483887,,0.6609897613525391,,0.6791588664054871,,,,,,,
78,,46424,,0.1796017587184906,,0.2737516164779663,,0.25153470039367676,,3.798579454421997,,0.44381433725357056,,0.7538435459136963,,0.7896585464477539,,,,,,,
78,,46449,,0.16225552558898926,,0.13561870157718658,,0.22698462009429932,,3.4100823402404785,,0.4807904362678528,,0.492384135723114,,0.5417981743812561,,,,,,,
78,,46474,,0.1060023084282875,,0.2277524620294571,,0.1739174723625183,,2.7524094581604004,,0.449293315410614,,0.5363246202468872,,0.5605673789978027,,,,,,,
78,,46499,,0.14600175619125366,,0.25879985094070435,,0.2605369985103607,,3.7065985202789307,,0.40442347526550293,,0.7059345245361328,,0.6976860761642456,,,,,,,
78,,46524,,0.09491120278835297,,0.2240050733089447,,0.17890016734600067,,2.6526331901550293,,0.3548928499221802,,0.5614992380142212,,0.5473971366882324,,,,,,,
78,,46549,,0.044859666377305984,,0.1683310568332672,,0.07253502309322357,,1.3608882427215576,,0.3326279819011688,,0.32333868741989136,,0.3132452070713043,,,,,,,
78,,46574,,0.07838545739650726,,0.2570608854293823,,0.12339575588703156,,2.0767557621002197,,0.3505810499191284,,0.6368706226348877,,0.6277800798416138,,,,,,,
78,,46599,,0.12745808064937592,,0.24839574098587036,,0.16985414922237396,,2.75032377243042,,0.3840982913970947,,0.5534480810165405,,0.6026669144630432,,,,,,,
78,,46624,,0.08398271352052689,,0.2213166207075119,,0.11744733899831772,,2.018709421157837,,0.35440319776535034,,0.5481259226799011,,0.570216715335846,,,,,,,
78,,46649,,0.10022704303264618,,0.25312066078186035,,0.18392547965049744,,2.865875005722046,,0.44324880838394165,,0.5809615254402161,,0.6203877925872803,,,,,,,
78,,46674,,0.09976483881473541,,0.315214067697525,,0.15070241689682007,,2.5243144035339355,,0.40278160572052,,0.7168117761611938,,0.6988557577133179,,,,,,,
78,,46699,,0.12186215817928314,,0.2364489585161209,,0.16967712342739105,,2.657647132873535,,0.3588402271270752,,0.6205695867538452,,0.6189875602722168,,,,,,,
78,,46724,,0.13183408975601196,,0.1915721893310547,,0.24517354369163513,,3.533071279525757,,0.49426132440567017,,0.6096614599227905,,0.5947425961494446,,,,,,,
78,,46749,,0.16971451044082642,,0.26845699548721313,,0.2672402262687683,,3.959791660308838,,0.4615311622619629,,0.6301344633102417,,0.694477915763855,,,,,,,
78,,46774,,0.10811234265565872,,0.25904566049575806,,0.20061203837394714,,3.0565598011016846,,0.4357406497001648,,0.5752608776092529,,0.6170157194137573,,,,,,,
78,,46799,,0.14804358780384064,,0.2610267996788025,,0.22934815287590027,,3.5271434783935547,,0.5184110403060913,,0.7157031893730164,,0.7291608452796936,,,,,,,
78,,46824,,0.06542469561100006,,0.22565214335918427,,0.13319756090641022,,2.1633429527282715,,0.4084954261779785,,0.5276643633842468,,0.5289255380630493,,,,,,,
78,,46849,,0.07667651772499084,,0.27213454246520996,,0.11744450032711029,,2.0985307693481445,,0.4219217300415039,,0.5981379151344299,,0.5615425705909729,,,,,,,
78,,46874,,0.141751229763031,,0.32481062412261963,,0.20981484651565552,,3.2952959537506104,,0.426386296749115,,0.7057605981826782,,0.7333568334579468,,,,,,,
78,,46899,,0.09228222072124481,,0.2552865445613861,,0.1443394422531128,,2.380868434906006,,0.395916223526001,,0.5617052316665649,,0.574271559715271,,,,,,,
78,,46924,,0.10311615467071533,,0.30109119415283203,,0.15634357929229736,,2.5415472984313965,,0.3676719069480896,,0.6499675512313843,,0.6405575275421143,,,,,,,
78,,46949,,0.10520482063293457,,0.3435876667499542,,0.17671731114387512,,2.840488910675049,,0.4141138792037964,,0.6859606504440308,,0.6812993884086609,,,,,,,
78,,46974,,0.09510442614555359,,0.19245105981826782,,0.1740633100271225,,2.645334482192993,,0.42693692445755005,,0.5760282874107361,,0.563734233379364,,,,,,,
78,,46999,,0.07584656029939651,,0.2370949387550354,,0.1623004972934723,,2.540879011154175,,0.4414905309677124,,0.4766039252281189,,0.49226897954940796,,,,,,,
78,,47024,,0.06906473636627197,,0.1947176456451416,,0.11382482945919037,,1.8835102319717407,,0.34335005283355713,,0.4768983721733093,,0.46274256706237793,,,,,,,
78,,47049,,0.08890357613563538,,0.3247379660606384,,0.15563003718852997,,2.5234146118164062,,0.353325217962265,,0.5985945463180542,,0.6283814907073975,,,,,,,
78,,47074,,0.14503014087677002,,0.26306113600730896,,0.22856730222702026,,3.4912734031677246,,0.5074489116668701,,0.7246479988098145,,0.707615077495575,,,,,,,
78,,47099,,0.09951020777225494,,0.2768111526966095,,0.13477447628974915,,2.3180227279663086,,0.39493638277053833,,0.5890522003173828,,0.5836511254310608,,,,,,,
78,,47124,,0.08048571646213531,,0.26917847990989685,,0.13325771689414978,,2.236497640609741,,0.3827887773513794,,0.4715912938117981,,0.48558592796325684,,,,,,,
78,,47149,,0.11293475329875946,,0.3261689245700836,,0.1659005880355835,,2.7547450065612793,,0.42990726232528687,,0.6820083856582642,,0.6831532120704651,,,,,,,
78,,47174,,0.07107509672641754,,0.22247834503650665,,0.11851345002651215,,1.9685100317001343,,0.3476718068122864,,0.4193887710571289,,0.41553017497062683,,,,,,,
78,,47199,,0.13216960430145264,,0.28368544578552246,,0.17745575308799744,,2.9212191104888916,,0.4623715281486511,,0.6246176958084106,,0.6300787925720215,,,,,,,
78,,47224,,0.11639049649238586,,0.3080027103424072,,0.15968765318393707,,2.6639442443847656,,0.4098937511444092,,0.6694352626800537,,0.6474679112434387,,,,,,,
78,,47249,,0.08574800193309784,,0.24954387545585632,,0.130205899477005,,2.1991374492645264,,0.38881465792655945,,0.5690670013427734,,0.5710350275039673,,,,,,,
78,,47274,,0.12090979516506195,,0.4038638472557068,,0.17313258349895477,,2.8836100101470947,,0.3856910467147827,,0.7510887980461121,,0.7400173544883728,,,,,,,
78,,47299,,0.08640213310718536,,0.243269681930542,,0.12450043857097626,,2.149048328399658,,0.39845627546310425,,0.4452051818370819,,0.4493536949157715,,,,,,,
78,,47324,,0.1050860583782196,,0.2758854627609253,,0.1690429449081421,,2.7151620388031006,,0.4335889518260956,,0.6832821369171143,,0.6744973063468933,,,,,,,
78,,47349,,0.07561907172203064,,0.29967010021209717,,0.13970965147018433,,2.3518450260162354,,0.4202114939689636,,0.4687329828739166,,0.4794124662876129,,,,,,,
78,,47374,,0.10066258162260056,,0.2538644075393677,,0.15933334827423096,,2.529873847961426,,0.38068822026252747,,0.6436728835105896,,0.632448673248291,,,,,,,
78,,47399,,0.1725052297115326,,0.3733978271484375,,0.23869606852531433,,3.7704906463623047,,0.4675753712654114,,0.6214197874069214,,0.6548079252243042,,,,,,,
78,,47424,,0.06655113399028778,,0.28685081005096436,,0.10705843567848206,,1.9562833309173584,,0.39580368995666504,,0.5218141078948975,,0.5263357162475586,,,,,,,
78,,47440,,,,,,,,,,,,,,,0.11404235661029816,0.293334037065506,0.1826082020998001,2.915097236633301,0.4398023188114166,0.593589723110199,0.6093791723251343
78,,47440,0.11012373119592667,,0.25581714510917664,,0.1702081561088562,,2.7165346145629883,,0.41601842641830444,,0.5971441864967346,,0.6105850338935852,,,,,,,,
,1.1564456389156494e-07,47441,,,,,,,,,,,,,,,,,,,,,
79,,47449,,0.15373310446739197,,0.3496262729167938,,0.19985918700695038,,3.2388482093811035,,0.41813433170318604,,0.7310872077941895,,0.7461491823196411,,,,,,,
79,,47474,,0.07265635579824448,,0.3096718192100525,,0.12256019562482834,,2.1452269554138184,,0.39198431372642517,,0.5910369157791138,,0.575648307800293,,,,,,,
79,,47499,,0.11189521849155426,,0.21647626161575317,,0.1733088344335556,,2.783111333847046,,0.47715744376182556,,0.5942552089691162,,0.6218599081039429,,,,,,,
79,,47524,,0.0806194618344307,,0.26912686228752136,,0.1560535579919815,,2.5022692680358887,,0.4282025396823883,,0.45534515380859375,,0.45873966813087463,,,,,,,
79,,47549,,0.06912370026111603,,0.28865179419517517,,0.11804031580686569,,2.014289617538452,,0.3378635346889496,,0.5508974194526672,,0.5426466464996338,,,,,,,
79,,47574,,0.13675479590892792,,0.4254875183105469,,0.1888272613286972,,3.1595146656036377,,0.43338853120803833,,0.7857698202133179,,0.7885720729827881,,,,,,,
79,,47599,,0.1385376751422882,,0.3109077215194702,,0.21742777526378632,,3.393008232116699,,0.48487144708633423,,0.6693723201751709,,0.6791565418243408,,,,,,,
79,,47624,,0.09805353730916977,,0.38919997215270996,,0.14308542013168335,,2.4931344985961914,,0.378919780254364,,0.7405182123184204,,0.7367329597473145,,,,,,,
79,,47649,,0.10770292580127716,,0.2296694815158844,,0.16610930860042572,,2.6311779022216797,,0.3950203061103821,,0.5287144184112549,,0.5584290027618408,,,,,,,
79,,47674,,0.13340431451797485,,0.3451937437057495,,0.183135986328125,,2.9801137447357178,,0.40323710441589355,,0.6530823707580566,,0.6532291769981384,,,,,,,
79,,47699,,0.05974166840314865,,0.2581489384174347,,0.09118698537349701,,1.6903204917907715,,0.3410767614841461,,0.485675185918808,,0.4763603210449219,,,,,,,
79,,47724,,0.12954910099506378,,0.25976601243019104,,0.17534685134887695,,2.843182325363159,,0.425584614276886,,0.561333179473877,,0.5822875499725342,,,,,,,
79,,47749,,0.07926690578460693,,0.1296386420726776,,0.13536366820335388,,2.150010108947754,,0.4028218388557434,,0.3743951618671417,,0.4092111885547638,,,,,,,
79,,47774,,0.11667634546756744,,0.23127716779708862,,0.18223242461681366,,2.905935287475586,,0.49126723408699036,,0.5426112413406372,,0.5573278665542603,,,,,,,
79,,47799,,0.08080452680587769,,0.3492277264595032,,0.13360893726348877,,2.304136276245117,,0.3764057457447052,,0.5962598919868469,,0.5788235664367676,,,,,,,
79,,47824,,0.14581529796123505,,0.3685590922832489,,0.21330392360687256,,3.373505115509033,,0.4156329035758972,,0.6454339027404785,,0.6705376505851746,,,,,,,
79,,47849,,0.10398435592651367,,0.37857726216316223,,0.14960309863090515,,2.5923280715942383,,0.39908671379089355,,0.6171639561653137,,0.6260706186294556,,,,,,,
79,,47874,,0.08656536042690277,,0.2486840933561325,,0.15061376988887787,,2.4273793697357178,,0.4128614664077759,,0.483691930770874,,0.4736880362033844,,,,,,,
79,,47899,,0.10909083485603333,,0.37907546758651733,,0.1646704524755478,,2.755316972732544,,0.3988134264945984,,0.6908556818962097,,0.6954572200775146,,,,,,,
79,,47924,,0.09575298428535461,,0.30902233719825745,,0.16521130502223969,,2.675321340560913,,0.42630764842033386,,0.6101757287979126,,0.6110016703605652,,,,,,,
79,,47949,,0.0749988928437233,,0.21745243668556213,,0.11650072038173676,,1.9642117023468018,,0.3567553758621216,,0.5513960719108582,,0.5203712582588196,,,,,,,
79,,47974,,0.07927213609218597,,0.35951972007751465,,0.11852776259183884,,2.124009370803833,,0.3303625285625458,,0.6108078360557556,,0.6255184412002563,,,,,,,
79,,47999,,0.17387114465236664,,0.42689067125320435,,0.2427472323179245,,3.7287304401397705,,0.35275405645370483,,0.8138649463653564,,0.808480978012085,,,,,,,
79,,48024,,0.16737808287143707,,0.33748096227645874,,0.21725186705589294,,3.4843525886535645,,0.4545852541923523,,0.6939243674278259,,0.7174352407455444,,,,,,,
79,,48049,,0.1067943423986435,,0.2620217800140381,,0.25227516889572144,,3.630499839782715,,0.46064049005508423,,0.6011877655982971,,0.6874580383300781,,,,,,,
79,,48074,,0.09232047200202942,,0.30064070224761963,,0.16654404997825623,,2.718646764755249,,0.46982434391975403,,0.5626846551895142,,0.5703911781311035,,,,,,,
79,,48099,,0.06734727323055267,,0.21452227234840393,,0.11734097450971603,,1.9463980197906494,,0.34754911065101624,,0.5170741677284241,,0.5289077162742615,,,,,,,
79,,48124,,0.05491894483566284,,0.23326551914215088,,0.09341218322515488,,1.674133062362671,,0.34198880195617676,,0.48971909284591675,,0.48958325386047363,,,,,,,
79,,48149,,0.14130209386348724,,0.28666219115257263,,0.2728056311607361,,3.9401204586029053,,0.4652855396270752,,0.5596923828125,,0.6079723834991455,,,,,,,
79,,48174,,0.15092378854751587,,0.3524441719055176,,0.22111353278160095,,3.4791600704193115,,0.4524407386779785,,0.7094725370407104,,0.7232968807220459,,,,,,,
79,,48199,,0.07308189570903778,,0.25334829092025757,,0.12199893593788147,,2.117286205291748,,0.42470303177833557,,0.47731244564056396,,0.4660823941230774,,,,,,,
79,,48224,,0.17697381973266602,,0.33068928122520447,,0.24663743376731873,,3.819033145904541,,0.4745546579360962,,0.6108460426330566,,0.6328374743461609,,,,,,,
79,,48249,,0.11642417311668396,,0.23588162660598755,,0.16054503619670868,,2.6552069187164307,,0.44706687331199646,,0.535702645778656,,0.5590834617614746,,,,,,,
79,,48274,,0.10020946711301804,,0.3236468434333801,,0.1666642427444458,,2.7507472038269043,,0.4460758566856384,,0.5312397480010986,,0.5495778918266296,,,,,,,
79,,48299,,0.10293054580688477,,0.35048210620880127,,0.20829419791698456,,3.1966428756713867,,0.4544045031070709,,0.5511245727539062,,0.5511544346809387,,,,,,,
79,,48324,,0.09376741200685501,,0.37077903747558594,,0.14110742509365082,,2.4719088077545166,,0.4087532162666321,,0.7131655216217041,,0.7065048813819885,,,,,,,
79,,48349,,0.16105952858924866,,0.22002428770065308,,0.2429356873035431,,3.7173666954040527,,0.5568205118179321,,0.6303700804710388,,0.6676850914955139,,,,,,,
79,,48374,,0.07238781452178955,,0.20468416810035706,,0.11188404262065887,,1.9549728631973267,,0.4128515422344208,,0.37170523405075073,,0.3736163079738617,,,,,,,
79,,48399,,0.09834107756614685,,0.3483107388019562,,0.1478968858718872,,2.4873850345611572,,0.365082323551178,,0.7164714932441711,,0.7055994868278503,,,,,,,
79,,48424,,0.13761556148529053,,0.257146954536438,,0.21963094174861908,,3.374635696411133,,0.49963057041168213,,0.6724326610565186,,0.6840357780456543,,,,,,,
79,,48449,,0.10928018391132355,,0.3827623426914215,,0.1837719976902008,,2.9308693408966064,,0.37482187151908875,,0.6488710045814514,,0.6591702699661255,,,,,,,
79,,48474,,0.054653845727443695,,0.1952558308839798,,0.0849391371011734,,1.5588525533676147,,0.35024380683898926,,0.43690571188926697,,0.4334772229194641,,,,,,,
79,,48499,,0.10002736747264862,,0.30922287702560425,,0.14795027673244476,,2.49027681350708,,0.3828739523887634,,0.5727811455726624,,0.5975747108459473,,,,,,,
79,,48524,,0.16344960033893585,,0.4079197645187378,,0.22331544756889343,,3.566230297088623,,0.4296315908432007,,0.7801758050918579,,0.7870765924453735,,,,,,,
79,,48549,,0.08245859295129776,,0.3568193018436432,,0.12029147148132324,,2.1546120643615723,,0.34607821702957153,,0.6264575123786926,,0.6283563375473022,,,,,,,
79,,48574,,0.10090175271034241,,0.37462320923805237,,0.16347719728946686,,2.720193386077881,,0.408092737197876,,0.7280219793319702,,0.7119569778442383,,,,,,,
79,,48599,,0.17920643091201782,,0.41880643367767334,,0.2654229998588562,,4.085752487182617,,0.4498460590839386,,0.7477835416793823,,0.7814512252807617,,,,,,,
79,,48624,,0.06438016891479492,,0.2955736517906189,,0.09447824954986572,,1.7656688690185547,,0.3199651837348938,,0.5145218372344971,,0.5307979583740234,,,,,,,
